symbol,date,label,total_debt,total_equity,total_assets,cash,interest_expense,operating_income,ebitda,current_assets,current_liabilities,inventory,year,debt_to_equity,debt_to_assets,interest_coverage,net_debt,net_debt_to_ebitda,current_ratio,quick_ratio,debt_to_equity_trend_1yr,net_debt_to_ebitda_trend_1yr,current_ratio_trend_1yr,is_deleveraging,debt_to_equity_yoy,net_debt_to_ebitda_yoy,interest_coverage_yoy,current_ratio_yoy,debt_to_equity_velocity_qoq,net_debt_velocity_qoq,interest_expense_velocity_qoq,debt_to_equity_trend_2yr,net_debt_to_ebitda_trend_2yr,debt_to_equity_cagr_3yr,debt_to_equity_acceleration_qoq,leverage_momentum_3q,is_leverage_increasing,is_liquidity_deteriorating,debt_growth_faster_than_equity,label_name,company,operating_cash_flow,free_cash_flow,net_income,revenue,capital_expenditures,gross_profit,eps,gross_margin,net_margin,cost_of_revenue,roa,roic,roa_yoy,roa_trend_2yr,roic_yoy,asset_turnover,asset_turnover_yoy,equity_multiplier,fcf_to_debt,ebitda_to_interest,year_x,year_y
AAL,2018-03-31,0,24739000000.0,-1018000000.0,53280000000.0,297000000.0,262000000.0,621000000,453000000.0,9673000000.0,17008000000.0,1455000000.0,,-24.30157170923379,0.4643205705705706,2.3702290076335877,24442000000.0,53.95584988962472,0.5687323612417686,0.4831843838193791,-30.993092570606603,37.03123024923745,-0.1149816407443287,0,-463.1696323255302,218.80095999835473,-65.40675754674619,-16.81721310523442,0.0,0.0,0.0,-29.599809186042695,40.111597726460325,,-7.833043675381596,-26.912586267694323,0,0,1,SELL,,1800000000.0,1021000000.0,186000000,10401000000,-779000000.0,,,,,,0.3490990990990991,1.9634501074996835,-76.81251612758462,-1.5117851147262913,-58.48788503759085,0.1952139639639639,-6.241044736767387,-52.33791748526522,0.0412708678604632,1.7290076335877862,,
AAL,2018-06-30,0,24076000000.0,-869000000.0,52622000000.0,293000000.0,263000000.0,1186000000,966000000.0,9176000000.0,16669000000.0,1522000000.0,,-27.705408515535098,0.4575272699631333,4.509505703422053,23783000000.0,24.62008281573499,0.5504829323894654,0.459175715399844,-33.95768815079346,3.831013644086823,-0.1029436044890869,1,-543.1249101415191,18.42801913089742,-11.993505714580632,-15.75442665381377,-3.4038368063013067,-659000000.0,1000000.0,-33.02150963145402,7.458647838156512,,-3.4038368063013067,-25.436183978000894,0,1,1,SELL,,1094000000.0,142000000.0,566000000,11643000000,-952000000.0,,,,,,1.075595758428034,3.832895247123712,-9.67581195931505,-0.366448539920561,7.354812145410739,0.2212572688229257,6.583031288749153,-60.55466052934408,0.0058979896992855,3.673003802281369,,
AAL,2018-09-30,0,24767000000.0,-568000000.0,52635000000.0,303000000.0,262000000.0,894000000,664000000.0,9498000000.0,16348000000.0,1576000000.0,,-43.603873239436616,0.4705424147430417,3.4122137404580153,24464000000.0,36.8433734939759,0.5809885001223392,0.4845852703694641,-11.46925785482123,0.9967743622827072,-0.0145317499102172,0,35.691287160425134,2.7806664688629468,-3.646618369232269,-2.440177291943102,-15.89846472390152,681000000.0,-1000000.0,-50.035577334548904,4.941647066353063,,-12.494627917600212,-31.870284488068503,0,0,1,SELL,,-77000000.0,-1082000000.0,341000000,11559000000,-1005000000.0,,,,,,0.6478578892371997,2.7707756518864417,32.547204199168924,0.0842193979940745,-4.758263685686847,0.2196067255628384,9.34761823256698,-92.66725352112675,-0.0436871643719465,2.5343511450381677,,
AAL,2018-12-31,1,34029000000.0,-169000000.0,60580000000.0,275000000.0,261000000.0,774000000,647000000.0,8637000000.0,18096000000.0,1522000000.0,,-201.3550295857988,0.5617200396170353,2.9655172413793105,33754000000.0,52.17001545595054,0.477287798408488,0.3931808134394341,-177.053457876565,-1.7858344336741825,-0.0914445628332805,0,728.5679296590129,-3.3098068834563676,25.11522016769394,-16.07866354459253,-157.7511563463622,9290000000.0,-1000000.0,-208.45453782994113,5.056955027100635,,-141.85269162246067,-90.88810378025684,0,1,1,HOLD,,716000000.0,-280000000.0,325000000,10938000000,-1009000000.0,,,,,,0.5364806866952789,1.7144122858830475,53.675757995292805,0.0918420031298087,-12.683684737666612,0.1805546384945526,-7.509363147872639,-358.46153846153845,-0.0082282758823356,2.478927203065134,,
AAL,2018-12-31,0,34029000000.0,-169000000.0,60580000000.0,275000000.0,261000000.0,774000000,647000000.0,8637000000.0,18096000000.0,1522000000.0,,-201.3550295857988,0.5617200396170353,2.9655172413793105,33754000000.0,52.17001545595054,0.477287798408488,0.3931808134394341,-177.053457876565,-1.7858344336741825,-0.0914445628332805,0,728.5679296590129,-3.3098068834563676,25.11522016769394,-16.07866354459253,0.0,0.0,0.0,-208.04655044717163,35.24539581556327,,157.7511563463622,-148.77131080367806,0,0,1,SELL,,716000000.0,-280000000.0,325000000,10938000000,-1009000000.0,,,,,,0.5364806866952789,1.7144122858830475,53.675757995292805,-0.9690690358185954,-12.683684737666612,0.1805546384945526,-7.509363147872639,-358.46153846153845,-0.0082282758823356,2.478927203065134,,
AAL,2019-03-31,1,33444000000.0,-636000000.0,60787000000.0,337000000.0,271000000.0,513000000,1075000000.0,8654000000.0,19849000000.0,1666000000.0,,-52.58490566037736,0.5501834273775643,1.8929889298892988,33107000000.0,30.79720930232558,0.4359917376190236,0.3520580381883218,-24.87949714484226,6.177126486590591,-0.1144911947704417,1,89.80014545135373,25.089787604787084,-58.02225222926766,-20.798318718706344,148.77012392542144,-647000000.0,10000000.0,-58.83718529563572,10.008140130677416,,148.77012392542144,-151.764988277325,1,1,1,HOLD,,1651000000.0,346000000.0,185000000,10584000000,-1305000000.0,,,,,,0.304341388783786,1.172732260424287,-71.70485413325021,-0.8864755803580242,-69.40348783848631,0.174116176156086,-21.30600857437466,-95.57704402515724,0.0103456524339193,3.9667896678966783,,
AAL,2019-03-31,0,33444000000.0,-636000000.0,60787000000.0,337000000.0,271000000.0,513000000,1075000000.0,8654000000.0,19849000000.0,1666000000.0,,-52.58490566037736,0.5501834273775643,1.8929889298892988,33107000000.0,30.79720930232558,0.4359917376190236,0.3520580381883218,-8.981032420940743,-6.046164191650323,-0.1449967625033155,0,20.59686847456028,-16.410452187932535,-44.523143218009366,-24.956907490042138,0.0,0.0,0.0,-20.450290275761972,-5.049389829367616,,-148.77012392542144,-102.1749469688512,0,0,1,SELL,,1651000000.0,346000000.0,185000000,10584000000,-1305000000.0,,,,,,0.304341388783786,1.172732260424287,-53.02343402159948,-0.1844338314492347,-57.6749470991688,0.174116176156086,-20.71455202028214,-95.57704402515724,0.0103456524339193,3.9667896678966783,,
AAL,2019-06-30,0,34748000000.0,-22000000.0,61967000000.0,319000000.0,275000000.0,1274000000,1729000000.0,9850000000.0,20123000000.0,1708000000.0,,-1579.4545454545455,0.5607500766537028,4.632727272727273,34429000000.0,19.912666281087333,0.4894896387218606,0.4046116384236943,-1378.0995158687467,-32.25734917486321,0.0122018403133725,0,684.4127602392613,-61.83120494204093,56.219873150105705,2.5564953376263633,-1526.869639794168,1322000000.0,4000000.0,-1555.1529737453118,-34.04318360853739,,-1526.869639794168,-561.5414522584334,0,0,1,SELL,,736000000.0,-282000000.0,662000000,11960000000,-1018000000.0,,,,,,1.0683105523907883,2.7515406323791973,99.133086965643,0.7192114532916895,60.49468701526206,0.1930059547823841,6.8961486626150315,-2816.681818181818,-0.0081155749971221,6.287272727272727,,
AAL,2019-09-30,0,34440000000.0,160000000.0,61175000000.0,312000000.0,284000000.0,1042000000,1424000000.0,9572000000.0,19560000000.0,1800000000.0,,215.25,0.5629750715161422,3.6690140845070425,34128000000.0,23.96629213483146,0.4893660531697341,0.3973415132924335,416.6050295857988,-28.20372332111908,0.012078254761246,1,-206.9007317288196,-54.06117493856741,23.72256796593515,2.5306020395913897,1794.7045454545455,-301000000.0,9000000.0,239.5515717092338,-29.989557754793264,218.03343109263108,3321.5741852487135,-472.2631503716409,1,1,1,SELL,,828000000.0,22000000.0,425000000,11911000000,-806000000.0,,,,,,0.6947282386595832,2.2586705202312136,29.497343686146316,0.3456291395604841,31.746053083598454,0.1947037188393952,7.836453531637955,382.34375,0.0006387921022067,5.014084507042254,,
AAL,2019-12-31,1,33444000000.0,-118000000.0,59995000000.0,280000000.0,265000000.0,877000000,1439000000.0,8206000000.0,18311000000.0,1851000000.0,,-283.4237288135593,0.5574464538711559,3.309433962264151,33164000000.0,23.046560111188324,0.4481459232155534,0.3470591447763639,-230.83882315318195,-7.750649191137256,0.0121541855965298,1,438.9830508474576,-25.16672570898164,74.82584868880797,2.787710075173555,-498.6737288135593,-964000000.0,-19000000.0,-255.7183202980242,-1.573522704546665,,-2293.3782742681046,-549.209424756035,0,1,1,HOLD,,600000000.0,-539000000.0,414000000,11313000000,-1139000000.0,,,,,,0.6900575047920661,1.9736842105263157,126.73797591240712,-0.3855382536359679,68.29793782702372,0.1885657138094841,8.298791055717224,-508.43220338983053,-0.0161164932424351,5.430188679245283,,
AAL,2019-12-31,0,33444000000.0,-118000000.0,59995000000.0,280000000.0,265000000.0,877000000,1439000000.0,8206000000.0,18311000000.0,1851000000.0,,-283.4237288135593,0.5574464538711559,3.309433962264151,33164000000.0,23.046560111188324,0.4481459232155534,0.3470591447763639,-230.83882315318195,-7.750649191137256,0.0121541855965298,0,438.9830508474576,-25.16672570898164,74.82584868880797,2.787710075173555,0.0,0.0,0.0,-239.8198555741227,-13.79681338278758,106.6114411841864,498.6737288135593,-117.19915254237289,0,0,1,SELL,,600000000.0,-539000000.0,414000000,11313000000,-1139000000.0,,,,,,0.6900575047920661,1.9736842105263157,126.73797591240712,0.0421996155548664,68.29793782702372,0.1885657138094841,8.298791055717224,-508.43220338983053,-0.0161164932424351,5.430188679245283,,
AAL,2020-03-31,0,34073000000.0,-2636000000.0,58580000000.0,474000000.0,257000000.0,-1324000000,-1990000000.0,7175000000.0,19213000000.0,1772000000.0,,-12.926024279210926,0.5816490269716627,-5.151750972762646,33599000000.0,-16.88391959798995,0.3734450632384323,0.281215843439338,1566.5285211753346,-36.79658587907728,-0.1160445754834282,0,-99.18161467093748,-184.78984863029604,-211.20341581709008,-23.707258806629717,270.4977045343484,435000000.0,-8000000.0,188.42900530658787,-69.05393505394049,-18.976648885272716,270.4977045343484,-193.25782730210983,1,1,0,SELL,,-168000000.0,-1013000000.0,-2241000000,8515000000,-845000000.0,,,,,,-3.825537726186412,-3.1586983490791107,-458.09229045104746,-4.362018412881691,-214.7974451806606,0.145356777057016,-24.68793140558433,-22.223065250379364,-0.0297302849763742,-7.743190661478599,,
