symbol,date,label,operating_cash_flow,capital_expenditures,free_cash_flow,net_income,revenue,working_capital_change,dividend_payout,share_buybacks,year,fcf_to_net_income,fcf_margin,total_capital_return,cash_conversion_cycle,fcf_margin_trend_1yr,fcf_trend_4q,fcf_margin_velocity_qoq,fcf_velocity_qoq,ocf_velocity_qoq,fcf_margin_acceleration,label_name,company,total_debt,total_equity,total_assets,cash,interest_expense,operating_income,ebitda,current_assets,current_liabilities,inventory,gross_profit,eps,gross_margin,net_margin,cost_of_revenue,ocf_to_revenue,ocf_to_revenue_yoy,fcf_to_revenue,capex_intensity,capex_intensity_trend,dso,dio,dpo,ccc_detailed,working_capital_to_revenue,year_x,year_y
AAL,2018-09-30,0,-77000000.0,-1005000000.0,-1082000000.0,341000000,11559000000,-29000000.0,,0.0,,-3.1730205278592374,-9.36067133835107,,58.73345445107708,-0.2011580848844154,0.0,-10.580288275566565,-861.9718309859156,-107.03839122486288,-1.983541401610056,SELL,,24767000000.0,-568000000.0,52635000000.0,303000000.0,262000000.0,894000000.0,664000000.0,9498000000.0,16348000000.0,1576000000.0,,,,,,-0.6661475906220261,-116.15979544206888,-9.36067133835107,8.694523747729042,-4.587242123415191,,,,,-0.592611817631283,,
AAL,2018-12-31,1,716000000.0,-1009000000.0,-280000000.0,325000000,10938000000,-494000000.0,,0.0,,-0.8615384615384616,-2.559882976778204,,48.55320899616017,-12.376246787950208,0.0,6.800788361572866,-74.12199630314234,-1029.87012987013,17.38107663713943,HOLD,,34029000000.0,-169000000.0,60580000000.0,275000000.0,261000000.0,774000000.0,647000000.0,8637000000.0,18096000000.0,1522000000.0,,,,,,6.545986469189979,-62.17510818553057,-2.559882976778204,9.224721155604316,1.735056700263483,,,,,-0.8647833241908941,,
AAL,2018-12-31,0,716000000.0,-1009000000.0,-280000000.0,325000000,10938000000,-494000000.0,,0.0,,-0.8615384615384616,-2.559882976778204,,48.55320899616017,-12.376246787950208,0.0,0.0,0.0,0.0,-6.800788361572866,SELL,,34029000000.0,-169000000.0,60580000000.0,275000000.0,261000000.0,774000000.0,647000000.0,8637000000.0,18096000000.0,1522000000.0,,,,,,6.545986469189979,-62.17510818553057,-2.559882976778204,9.224721155604316,1.735056700263483,,,,,-0.8647833241908941,,
AAL,2019-03-31,1,1651000000.0,-1305000000.0,346000000.0,185000000,10584000000,0.0,,-608000000.0,,1.8702702702702705,3.269085411942555,,48.38388133030987,2.0494684747270613,1.0,5.828968388720759,-223.57142857142856,130.58659217877096,5.828968388720759,HOLD,,33444000000.0,-636000000.0,60787000000.0,337000000.0,271000000.0,513000000.0,1075000000.0,8654000000.0,19849000000.0,1666000000.0,,,,,,15.59901738473167,66.01403968046695,3.269085411942555,12.329931972789115,4.153345182442983,,,,,-1.0577286470143612,,
AAL,2019-03-31,0,1651000000.0,-1305000000.0,346000000.0,185000000,10584000000,0.0,,-608000000.0,,1.8702702702702705,3.269085411942555,,48.38388133030987,12.629756750293623,1.0,0.0,0.0,0.0,-5.828968388720759,SELL,,33444000000.0,-636000000.0,60787000000.0,337000000.0,271000000.0,513000000.0,1075000000.0,8654000000.0,19849000000.0,1666000000.0,,,,,,15.59901738473167,-2441.675869481992,3.269085411942555,12.329931972789115,3.6354082250600737,,,,,-1.0577286470143612,,
AAL,2019-06-30,0,736000000.0,-1018000000.0,-282000000.0,662000000,11960000000,0.0,,-17000000.0,,-0.4259818731117825,-2.3578595317725752,,46.784698996655536,0.2020234450056288,0.0,-5.626944943715131,-181.5028901734104,-55.42095699576015,-5.626944943715131,SELL,,34748000000.0,-22000000.0,61967000000.0,319000000.0,275000000.0,1274000000.0,1729000000.0,9850000000.0,20123000000.0,1708000000.0,,,,,,6.153846153846154,-5.990545767082067,-2.3578595317725752,8.511705685618729,-0.7130154699855868,,,,,-0.8589464882943144,,
AAL,2019-09-30,0,828000000.0,-806000000.0,22000000.0,425000000,11911000000,0.0,,-200000000.0,,0.0517647058823529,0.1847032155150701,,52.64629334228864,2.744586192293274,0.0,2.5425627472876453,-107.80141843971631,12.5,8.169507691002776,SELL,,34440000000.0,160000000.0,61175000000.0,312000000.0,284000000.0,1042000000.0,1424000000.0,9572000000.0,19560000000.0,1800000000.0,,,,,,6.951557383930821,6.1957188064739155,0.1847032155150701,6.766854168415751,-2.457866987188565,,,,,-0.8385525984384182,,
AAL,2019-12-31,1,600000000.0,-1139000000.0,-539000000.0,414000000,11313000000,0.0,,-272000000.0,,-1.3019323671497585,-4.7644303014231415,,49.65393794749403,-8.033515713365697,0.0,-4.949133516938212,-2550.0,-27.536231884057973,-7.491696264225857,HOLD,,33444000000.0,-118000000.0,59995000000.0,280000000.0,265000000.0,877000000.0,1439000000.0,8206000000.0,18311000000.0,1851000000.0,,,,,,5.303632988597189,-66.00021105311166,-4.7644303014231415,10.06806329002033,-2.2618686827687853,,,,,-0.8932201891629099,,
AAL,2019-12-31,0,600000000.0,-1139000000.0,-539000000.0,414000000,11313000000,0.0,,-272000000.0,,-1.3019323671497585,-4.7644303014231415,,49.65393794749403,-8.033515713365697,0.0,0.0,0.0,0.0,4.949133516938212,SELL,,33444000000.0,-118000000.0,59995000000.0,280000000.0,265000000.0,877000000.0,1439000000.0,8206000000.0,18311000000.0,1851000000.0,,,,,,5.303632988597189,-66.00021105311166,-4.7644303014231415,10.06806329002033,-2.2618686827687853,,,,,-0.8932201891629099,,
AAL,2020-03-31,0,-168000000.0,-845000000.0,-1013000000.0,-2241000000,8515000000,0.0,,-171000000.0,,0.4520303435966086,-11.896652965355257,,49.038167938931295,-9.53879343358268,0.0,-7.132222663932115,87.94063079777365,-128.0,-7.132222663932115,SELL,,34073000000.0,-2636000000.0,58580000000.0,474000000.0,257000000.0,-1324000000.0,-1990000000.0,7175000000.0,19213000000.0,1772000000.0,,,,,,-1.9729888432178508,-132.06106870229007,-11.896652965355257,9.923664122137405,1.4119584365186757,,,,,-1.4137404580152673,,
AAPL,2013-03-30,2,12504000000.0,-2299000000.0,10205000000.0,9547000000,43603000000,-88000000.0,-2491000000.0,0.0,2013.0,1.06892217450508,23.404352911496915,-2491000000.0,-2.7707955874596024,,,,,,,BUY,,0.0,135490000000.0,194743000000.0,12053000000.0,0.0,12558000000.0,14597000000.0,63337000000.0,35508000000.0,1245000000.0,,,,,,28.676925899594064,,23.404352911496915,5.272572988097149,,,,,,0.6382359011994587,,
AAPL,2013-06-29,2,7828000000.0,-2016000000.0,5812000000.0,6900000000,35323000000,-1911000000.0,-2811000000.0,-16000000000.0,2013.0,0.8423188405797102,16.45386858420859,-18811000000.0,-3.78195510007643,,0.0,-6.950484327288326,-43.04752572268495,-37.396033269353815,,BUY,,16958000000.0,123354000000.0,199856000000.0,11248000000.0,53000000.0,9201000000.0,11182000000.0,68219000000.0,36319000000.0,1697000000.0,,,,,,22.16119808623277,,16.45386858420859,5.7073295020241765,,,,,,0.9030943011635478,,
AAPL,2013-09-28,2,9908000000.0,-2306000000.0,7602000000.0,7512000000,37472000000,1441000000.0,-2769000000.0,-4910000000.0,2013.0,1.0119808306709266,20.287147736976944,-7679000000.0,0.3701430401366394,,0.0,3.8332791527683554,30.79834824501033,26.571282575370468,10.78376348005668,BUY,,16960000000.0,123549000000.0,207000000000.0,14259000000.0,83000000.0,10030000000.0,12009000000.0,73286000000.0,43658000000.0,1764000000.0,,,,,,26.441076003415887,,20.287147736976944,6.153928266438942,,,,,,0.7906703672075149,,
AAPL,2013-12-28,2,22670000000.0,-2044000000.0,20626000000.0,13072000000,57594000000,5520000000.0,-2769000000.0,-5029000000.0,2014.0,1.577876376988984,35.812758273431264,-7798000000.0,-84.07282008542556,,1.0,15.52561053645432,171.32333596421995,128.80500605571257,11.692331383685964,BUY,,16961000000.0,129684000000.0,225184000000.0,14077000000.0,84000000.0,17463000000.0,19937000000.0,80347000000.0,53769000000.0,2122000000.0,,,,,,39.36173907004202,,35.812758273431264,3.548980796610758,,,,,,0.46147168107789,,
AAPL,2014-03-29,2,13538000000.0,-1486000000.0,12052000000.0,10223000000,45646000000,-74000000.0,-2661000000.0,-17971000000.0,2014.0,1.1789103003032375,26.403189764711037,-20632000000.0,-59.05281952416422,2.9988368532141223,1.0,-9.409568508720229,-41.56889362939978,-40.28231142479047,-24.935179045174547,BUY,,16962000000.0,120179000000.0,205989000000.0,18949000000.0,85000000.0,13593000000.0,15790000000.0,70541000000.0,43208000000.0,1829000000.0,,,,,,29.658677649739296,3.4234902080600316,26.403189764711037,3.255487885028261,-2.0170851030688883,,,,,0.598803838233361,,
